IACO,IATA,NOMBRE,CIUDAD INGLES,CIUDAD ESPANOL,PAIS INGLES,PAIS ESPAÑOL,GRADOS LONGITUD,GRADOS LATITUD,ALTITUD,NULL
CYSC,YSC,SHERBROOKE,SHERBROOKE,SHERBROOKE,CANADA,CANADÁ,71.691,45.438,792,241.4
CYSD,,,SUFFIELD,Suffield,CANADA,CANADÁ,0.0,0.0,0,0.0
CYSF,YSF,,STONY RAPIDS,Stony Rapids,CANADA,CANADÁ,0.0,0.0,0,0.0
CYSJ,YSJ,SAINT JOHN,ST. JOHN,ST. JOHN,CANADA,CANADÁ,65.89,45.316,357,108.81
CYSK,YSK,,SANIKILUAQ,Sanikiluaq,CANADA,CANADÁ,0.0,0.0,0,0.0
CYSM,YSM,FORT SMITH,FORT SMITH,FORT SMITH,CANADA,CANADÁ,111.96,60.022,673,205.13
CYSR,YSR,NANISIVIK,NANISIVIK,Nanisivik,CANADA,CANADÁ,84.614,72.982,2106,641.91
CYSS,,,SLATE ISLAND,ISLA DE PIZARRA,CANADA,CANADÁ,0.0,0.0,0,0.0
CYSU,YSU,SUMMERSIDE,SUMMERSIDE,SUMMERSIDE,CANADA,CANADÁ,63.831,46.443,56,17.07
CYSY,YSY,SACHS HARBOUR,SACHS HARBOUR,Sachs Harbour,CANADA,CANADÁ,125.242,71.994,281,85.65
CYTC,,,ETHELDA BAY,ETHELDA BAY,CANADA,CANADÁ,0.0,0.0,0,0.0
CYTE,YTE,CAPE DORSET,CAPE DORSET,Cape Dorset,CANADA,CANADÁ,76.527,64.23,164,49.99
CYTH,YTH,THOMPSON,THOMPSON,THOMPSON,CANADA,CANADÁ,97.864,55.801,729,222.2
CYTL,YTL,,BIG TROUT LAKE,Big Trout Lake,CANADA,CANADÁ,0.0,0.0,0,0.0
CYTR,YTR,TRENTON,TRENTON,TRENTON,CANADA,CANADÁ,77.528,44.119,283,86.26
CYTS,YTS,TIMMINS,TIMMINS,TIMMINS,CANADA,CANADÁ,81.377,48.57,967,294.74
CYTZ,YTZ,CITY CENTRE,TORONTO,TORONTO,CANADA,CANADÁ,79.396,43.628,251,76.51
CYUA,,,SHINGLE POINT,TEJAS PUNTO,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUB,YUB,TUKTOYAKTUK,TUKTOYAKTUK,Tuktoyaktuk,CANADA,CANADÁ,133.026,69.433,15,4.57
CYUC,,,NICHOLSON PENINSULAR,NICHOLSON PENINSULAR,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUF,YUF,,PELLY BAY,Pelly Bay,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUH,,,CLINTON POINT,CLINTON PUNTO,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUI,,,CAPE YOUNG,CABO LOS JÓVENES,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUJ,,,LADY FRANKLIN POINT,LADY PUNTO FRANKLIN,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUK,,,BYRON BAY,BYRON BAY,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUL,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,MONTREAL,CANADA,CANADÁ,73.741,45.468,117,35.66
CYUQ,,,JENNY LIND ISLAND,JENNY LIND ISLA,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUR,,,GLADMAN POINT,Gladman PUNTO,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUS,,,SHEPHERD BAY,PASTOR BAY,CANADA,CANADÁ,0.0,0.0,0,0.0
CYUT,YUT,REPULSE BAY,REPULSE BAY,Repulse Bay,CANADA,CANADÁ,86.225,66.521,80,24.38
CYUX,YUX,HALL BEACH,HALL BEACH,SALA DE PLAYA,CANADA,CANADÁ,81.244,68.776,27,8.23
CYUY,YUY,ROUYN NORANDA,ROUYN,Rouyn,CANADA,CANADÁ,78.836,48.206,988,301.14
CYVC,YVC,LA RONGE,LA RONGE,La Ronge,CANADA,CANADÁ,105.262,55.151,1242,378.56
CYVG,YVG,VERMILION,VERMILLION,Vermillion,CANADA,CANADÁ,110.824,53.356,2025,617.22
CYVM,YVM,QIKIQTARJUAQ,BROUGHTON ISLAND,Isla Broughton,CANADA,CANADÁ,64.031,67.546,21,6.4
CYVN,,,CAPE DYER,CABO TINTORERO,CANADA,CANADÁ,0.0,0.0,0,0.0
CYVO,YVO,VAL D OR,VAL D'OR,VAL D'OR,CANADA,CANADÁ,77.783,48.053,1107,337.41
CYVP,YVP,KUUJJUAQ,QUUJJUAQ,QUUJJUAQ,CANADA,CANADÁ,68.427,58.096,129,39.32
CYVQ,YVQ,NORMAN WELLS,NORMAN WELLS,Norman Wells,CANADA,CANADÁ,126.8,65.282,241,73.46
CYVR,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,VANCOUVER,CANADA,CANADÁ,123.182,49.195,14,4.27
CYVT,YVT,BUFFALO NARROWS,BUFFALO NARROWS,Buffalo Narrows,CANADA,CANADÁ,108.418,55.842,1444,440.13
CYVV,YVV,WIARTON,WIARTON,Wiarton,CANADA,CANADÁ,81.107,44.746,729,222.2
CYWA,YWA,PETAWAWA,PETAWAWA,Petawawa,CANADA,CANADÁ,77.319,45.952,427,130.15
CYWG,YWG,WINNIPEG INTERNATIONAL,WINNIPEG,WINNIPEG,CANADA,CANADÁ,97.234,49.91,783,238.66
CYWK,YWK,WABUSH,WABUSH,Wabush,CANADA,CANADÁ,66.864,52.922,1808,551.08
CYWL,YWL,WILLIAMS LAKE,WILLIAMS LAKE,WILLIAMS LAKE,CANADA,CANADÁ,122.054,52.183,3085,940.31
CYWO,,,LUPIN,LUPIN,CANADA,CANADÁ,0.0,0.0,0,0.0
CYWR,,,WHITE RIVER,WHITE RIVER,CANADA,CANADÁ,0.0,0.0,0,0.0
CYWY,YWY,WRIGLEY,WRIGLEY,Wrigley,CANADA,CANADÁ,123.437,63.209,493,150.27
CYXC,YXC,CRANBROOK,CRANBROOK,Cranbrook,CANADA,CANADÁ,115.782,49.61,3082,939.39
CYXD,YXD,EDMONTON CITY CENTRE,EDMONTON,EDMONTON,CANADA,CANADÁ,113.521,53.573,2200,670.56
CYXE,YXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,SASKATOON,SASKATOON,CANADA,CANADÁ,106.7,52.171,1653,503.83
CYXH,YXH,MEDICINE HAT,MEDICINE HAT,MEDICINE HAT,CANADA,CANADÁ,110.721,50.019,2352,716.89
CYXI,,,KILLALOE,Killaloe,CANADA,CANADÁ,0.0,0.0,0,0.0
CYXJ,YXJ,FORT ST JOHN,FORT SAINT JOHN,FORT San Juan,CANADA,CANADÁ,120.74,56.238,2280,694.94
CYXL,YXL,SIOUX LOOKOUT,SIOUX LOOKOUT,Sioux Lookout,CANADA,CANADÁ,91.904,50.114,1280,390.14
CYXN,YXN,,WHALE COVE,Whale Cove,CANADA,CANADÁ,0.0,0.0,0,0.0
CYXP,YXP,PANGNIRTUNG,PANGNIRTUNG,Pangnirtung,CANADA,CANADÁ,65.714,66.145,75,22.86
CYXR,YXR,TIMISKAMING RGNL,EARLTON,EARLTON,CANADA,CANADÁ,79.849,47.695,798,243.23
CYXS,YXS,PRINCE GEORGE,PRINCE GEORGE,PRINCE GEORGE,CANADA,CANADÁ,122.679,53.889,2267,690.98
CYXT,YXT,TERRACE,TERRACE,TERRAZA,CANADA,CANADÁ,128.578,54.466,713,217.32
CYXU,YXU,LONDON,LONDON,LONDRES,CANADA,CANADÁ,81.154,43.036,912,277.98
CYXX,YXX,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,CANADA,CANADÁ,122.363,49.025,190,57.91
CYXY,YXY,WHITEHORSE INTERNATIONAL,WHITEHORSE,Whitehorse,CANADA,CANADÁ,135.068,60.709,2317,706.22
CYYB,YYB,NORTH BAY,NORTH BAY,NORTH BAY,CANADA,CANADÁ,79.423,46.364,1215,370.33
CYYC,YYC,CALGARY INTERNATIONAL,CALGARY,CALGARY,CANADA,CANADÁ,114.02,51.114,3557,1084.17
CYYD,YYD,SMITHERS,SMITHERS,Smithers,CANADA,CANADÁ,127.183,54.825,1712,521.82
CYYE,YYE,FORT NELSON,FORT NELSON,Fort Nelson,CANADA,CANADÁ,122.597,58.836,1253,381.91
CYYF,YYF,PENTICTON,PENTICTON,PENTICTON,CANADA,CANADÁ,119.602,49.463,1129,344.12
CYYG,YYG,CHARLOTTETOWN,CHARLOTTETOWN,CHARLOTTETOWN,CANADA,CANADÁ,63.121,46.29,160,48.77
CYYH,YYH,TALOYOAK,SPENCE BAY,SPENCE BAY,CANADA,CANADÁ,93.577,69.547,92,28.04
CYYJ,YYJ,VICTORIA INTERNATIONAL,VICTORIA,VICTORIA,CANADA,CANADÁ,123.426,48.647,63,19.2
CYYL,YYL,LYNN LAKE,LYNN LAKE,Lynn Lake,CANADA,CANADÁ,101.076,56.864,1170,356.62
CYYN,YYN,SWIFT CURRENT,SWIFT CURRENT,Swift Current,CANADA,CANADÁ,107.691,50.292,2680,816.86
CYYQ,YYQ,CHURCHILL,CHURCHILL,CHURCHILL,CANADA,CANADÁ,94.065,58.739,94,28.65
CYYR,YYR,GOOSE BAY,GOOSE BAY,Goose Bay,CANADA,CANADÁ,60.426,53.319,160,48.77
CYYT,YYT,ST JOHNS INTERNATIONAL,ST. JOHN'S,ST. JOHN'S,CANADA,CANADÁ,52.752,47.619,461,140.51
CYYU,YYU,KAPUSKASING,KAPUSKASING,Kapuskasing,CANADA,CANADÁ,82.468,49.414,743,226.47
CYYW,YYW,ARMSTRONG,ARMSTRONG,ARMSTRONG,CANADA,CANADÁ,88.91,50.29,1058,322.48
CYYY,YYY,MONT JOLI,MONT JOLI,Mont Joli,CANADA,CANADÁ,68.208,48.609,172,52.43
CYYZ,YYZ,LESTER B PEARSON INTERNATIONAL,TORONTO,TORONTO,CANADA,CANADÁ,79.631,43.677,569,173.43
CYZA,,,ASHCROFT,ASHCROFT,CANADA,CANADÁ,0.0,0.0,0,0.0
CYZD,YZD,DOWNSVIEW,TORONTO,TORONTO,CANADA,CANADÁ,79.466,43.742,652,198.73
CYZE,YZE,GORE BAY MANITOULIN,GORE BAY,GORE BAY,CANADA,CANADÁ,82.568,45.885,635,193.55
CYZF,YZF,YELLOWKNIFE,YELLOWKNIFE,Yellowknife,CANADA,CANADÁ,114.44,62.463,675,205.74
CYZH,YZH,SLAVE LAKE,SLAVE LAKE,Lago de los Esclavos,CANADA,CANADÁ,114.778,55.293,1912,582.78
CYZP,YZP,SANDSPIT,SANDSPIT,Sandspit,CANADA,CANADÁ,131.814,53.254,21,6.4
CYZR,YZR,CHRIS HADFIELD,SARNIA,Sarnia,CANADA,CANADÁ,82.309,42.999,594,181.05
CYZT,YZT,PORT HARDY,PORT HARDY,Port Hardy,CANADA,CANADÁ,127.367,50.681,71,21.64
CYZU,YZU,WHITECOURT,WHITECOURT,Whitecourt,CANADA,CANADÁ,115.787,54.144,2567,782.42
CYZV,YZV,SEPT ILES,SEPT-ILES,Sept-Iles,CANADA,CANADÁ,66.266,50.223,180,54.86
CYZW,YZW,TESLIN,TESLIN,Teslin,CANADA,CANADÁ,132.743,60.173,2313,705.0
CYZX,YZX,GREENWOOD,GREENWOOD,GREENWOOD,CANADA,CANADÁ,64.917,44.984,92,28.04
CZFA,ZFA,FARO,FARO,FARO,CANADA,CANADÁ,133.376,62.208,2351,716.59
CZFM,ZFM,FORT MCPHERSON,FORT MCPHERSON,Fort McPherson,CANADA,CANADÁ,134.86,67.408,142,43.28
CZNB,,,NORTH BAY,NORTH BAY,CANADA,CANADÁ,0.0,0.0,0,0.0
CZUE,,,CAPE PARRY,CABO PARRY,CANADA,CANADÁ,0.0,0.0,0,0.0
DAAB,,BLIDA,BLIDA,Blida,ALGERIA,ARGELIA,2.814,36.504,535,163.07
DAAD,,BOU SAADA,BOU SAADA,BOU Saada,ALGERIA,ARGELIA,4.206,35.332,1506,459.03
DAAE,BJA,SOUMMAM,BEJAJA,BEJAJA,ALGERIA,ARGELIA,5.07,36.712,20,6.1
DAAF,,,AOULEF,Aoulef,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DAAG,ALG,HOUARI BOUMEDIENE,ALGIER,Argel,ALGERIA,ARGELIA,3.215,36.691,82,24.99
DAAJ,DJG,TISKA,DJANET,Djanet,ALGERIA,ARGELIA,9.452,24.292,3176,968.05
DAAK,,BOUFARIK,BOUFARIK,Bufarik,ALGERIA,ARGELIA,2.876,36.546,335,102.11
DAAM,,TELERGHMA,TELERGMA,TELERGMA,ALGERIA,ARGELIA,6.364,36.109,2484,757.12
DAAN,,REGGANE,REGGAN,REGGAN,ALGERIA,ARGELIA,0.286,26.71,955,291.08
DAAP,VVZ,ILLIZI,ILLIZI,Illizi,ALGERIA,ARGELIA,8.484,26.573,1778,541.93
DAAQ,,AIN OUSSERA,AIN OUSSERA,AIN OUSSERA,ALGERIA,ARGELIA,2.879,35.525,2132,649.83
DAAS,GSF,SETIF AIN ARNAT,SETIF,Sétif,ALGERIA,ARGELIA,5.324,36.178,3360,1024.13
DAAT,TMR,TAMANRASSET,TAMANRASSET,TAMANRASSET,ALGERIA,ARGELIA,5.451,22.811,4518,1377.09
DAAV,GJL,JIJEL,JIJEL,JIJEL,ALGERIA,ARGELIA,5.873,36.795,33,10.06
DAAW,,,BORDJ OMAR DRISS,Bordj DRISS OMAR,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DAAX,,,CHERAGAS,CHERAGAS,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DAAY,,MECHERIA,MECHERIA,Mejeria,ALGERIA,ARGELIA,0.242,33.536,3855,1175.0
DAAZ,,RELIZANE,RELIZANE,Relizane,ALGERIA,ARGELIA,0.626,35.752,282,85.95
DABB,AAE,ANNABA,ANNABA,ANNABA,ALGERIA,ARGELIA,7.809,36.822,16,4.88
DABC,CZL,MOHAMED BOUDIAF INTERNATIONAL,CONSTANTINE,CONSTANTINO,ALGERIA,ARGELIA,6.624,36.277,2265,690.37
DABP,,,SKIKDA,SKIKDA,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DABS,TEE,CHEIKH LARBI TEBESSI,TEBESSA,Tébessa,ALGERIA,ARGELIA,8.121,35.431,2661,811.07
DABT,,,BATNA,MAAN,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DADF,,,DARRA-I-SOOF,Darra-i-GOSO,AFGHANISTAN,AFGANISTÁN,0.0,0.0,0,0.0
DAFH,HRM,HASSI R MEL,TILREMPT,TILREMPT,ALGERIA,ARGELIA,3.312,32.93,2540,774.19
DAFI,,,DJELFA,Djelfa,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DAOB,TID,BOU CHEKIF,TIARET,Tiaret,ALGERIA,ARGELIA,1.463,35.341,3245,989.08
DAOC,CBH,,BECHAR,Béchar,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DAOE,,BOU SFER,BOU SFER,BOU SFER,ALGERIA,ARGELIA,0.805,35.735,187,57.0
DAOF,TIN,TINDOUF,TINDOUF,TINDOUF,ALGERIA,ARGELIA,8.167,27.7,1453,442.87
DAOI,QAS,ECH CHELIFF,ECH-CHELIFF,ECH-Cheliff,ALGERIA,ARGELIA,1.332,36.213,463,141.12
DAOL,TAF,TAFARAOUI,ORAN,ORAN,ALGERIA,ARGELIA,0.532,35.542,367,111.86
DAON,TLM,ZENATA,TLEMCEN,Tlemcen,ALGERIA,ARGELIA,1.45,35.017,814,248.11
DAOO,ORN,ES SENIA,ORAN,ORAN,ALGERIA,ARGELIA,0.621,35.624,295,89.92
DAOS,,SIDI BEL ABBES,SIDI BEL ABBES,Sidi Bel Abbes,ALGERIA,ARGELIA,0.593,35.172,1614,491.95
DAOV,MUW,GHRISS,GHRISS,GHRISS,ALGERIA,ARGELIA,0.147,35.208,1686,513.89
DASM,,,SAMANGAN,Samangan,AFGHANISTAN,AFGANISTÁN,0.0,0.0,0,0.0
DATG,INF,,IN GUEZZAM,EN Guezzam,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DATM,BMW,,BORDJ MOKHTAR,Bordj Mojtar,ALGERIA,ARGELIA,0.0,0.0,0,0.0
DAUA,AZR,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,ADRAR,ADRAR,ALGERIA,ARGELIA,0.186,27.838,919,280.11
DAUB,BSK,BISKRA,BISKRA,Biskra,ALGERIA,ARGELIA,5.738,34.793,289,88.09
DAUE,ELG,EL GOLEA,EL GOLEA,El Golea,ALGERIA,ARGELIA,2.859,30.571,1306,398.07
DAUG,GHA,NOUMERATE,GHARDAIA,GHARDAÏA,ALGERIA,ARGELIA,3.794,32.384,1512,460.86
DAUH,HME,OUED IRARA,HASSI-MESSAOUD,Hassi-Messaoud,ALGERIA,ARGELIA,6.14,31.673,463,141.12
DAUI,INZ,IN SALAH,IN SALAH,In Salah,ALGERIA,ARGELIA,2.512,27.251,883,269.14
DAUK,TGR,SIDI MAHDI,TOUGGOURT,Touggourt,ALGERIA,ARGELIA,6.089,33.068,279,85.04
DAUL,LOO,LAGHOUAT,LAGHOUAT,Laghouat,ALGERIA,ARGELIA,2.927,33.764,2510,765.05
DAUT,TMX,TIMIMOUN,TIMIMOUN,Timimoun,ALGERIA,ARGELIA,0.276,29.237,1027,313.03
DAUU,OGX,OUARGLA,OUARGLA,OUARGLA,ALGERIA,ARGELIA,5.413,31.917,492,149.96
DAUZ,IAM,IN AMENAS,ZARZAITINE,ZARZAITINE,ALGERIA,ARGELIA,9.643,28.051,1847,562.97
DBBB,COO,COTONOU CADJEHOUN,COTONOU,COTONOU,BENIN,BENIN,2.384,6.357,19,5.79
DBBC,,,CANA,CANA,BENIN,BENIN,0.0,0.0,0,0.0
DBBD,,,DJOUGOU,Djougou,BENIN,BENIN,0.0,0.0,0,0.0
DBBK,KDC,,KANDI,KANDI,BENIN,BENIN,0.0,0.0,0,0.0
DBBN,NAE,,NATITINGOU,Natitingou,BENIN,BENIN,0.0,0.0,0,0.0
DBBO,,,PORGA,Porga,BENIN,BENIN,0.0,0.0,0,0.0
DBBP,PKO,PARAKOU,PARAKOU,Parakou,BENIN,BENIN,2.609,9.357,1266,385.88
DBBR,,,BEMBEREKE,Bembereke,BENIN,BENIN,0.0,0.0,0,0.0
DBBS,,,SAVE,GUARDAR,BENIN,BENIN,0.0,0.0,0,0.0
DFCA,,,KAYA,KAYA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCB,,,BARSALOGHO,BARSALOGHO,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCC,OUG,,OUAHIGOUYA,Ouahigouya,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCD,,,DIDYR,DIDYR,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCE,,,BATIE,BATIE,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCG,,,KONGOUSSI,Kongoussi,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCI,,,TITAO,Titán,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCJ,,,DJIBO,Djibo,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCK,,,KOUDOUGOU,Kudugu,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCL,,,LEO,LEO,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCM,,,MANGA,MANGA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCO,,,BOROMO,Boromo,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCP,,,PO,PO,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCR,,,POURA,Poura,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCS,,,SEGUENEGA,SEGUENEGA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCT,,,TENADO,TENADO,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCU,,,GOURCY,Gourcy,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFCY,,,YAKO,Yako,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEA,,,BOULSA,Boulsa,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEB,,,BOGANDE,BOGANDE,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEC,,,KOMIN-YANGA,Komin-Yanga,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFED,,,DIAPAGA,DIAPAGA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEE,DOR,,DORI,DORI,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEF,FNG,,FADA N'GOURMA,FADA N'Gourma,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEG,XGG,,GOROM GOROM,Gorom Gorom,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEK,,,KOUPELA,Koupéla,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEL,XKA,,KANTCHARI,Kantchari,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEM,,,TAMBAO,TAMBAO,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEO,,,ZORGO,Zorgo,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEP,,,PAMA,PAMA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFER,,,ARLI,Arli,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFES,,,SEBBA,Sebba,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFET,TEG,,TENKODOGO,Tenkodogo,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEY,,,OUARGAYE,OUARGAYE,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFEZ,,,ZABRE,Zabre,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFFD,OUA,OUAGADOUGOU,OUAGADOUGOU,UAGADUGÚ,BURKINA FASO,BURKINA FASO,1.512,12.353,1037,316.08
DFOA,,,DANO,DANO,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOB,BNR,,BANFORA,Banfora,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOD,DGU,,DEDOUGOU,Dedougou,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOF,,,SAFANE,SAFANE,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOG,XGA,,AMILCAR CABRAL DE GAQUA,Amílcar Cabral DE GAQUA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOH,,,HOUNDE,HOUNDE,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOL,,,LOUMANA,LOUMANA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFON,XNU,,NOUNA,Nouna,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOO,BOY,BOBO DIOULASSO,BOBO-DIOULASSO,Bobo-Dioulasso,BURKINA FASO,BURKINA FASO,4.331,11.16,1511,460.55
DFOR,,,CORODARA,CORODARA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOS,,,SIDERADOUGOU,SIDERADOUGOU,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOT,,,TOUGAN,Tougan,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOU,,,DIEBOUGOU,DIEBOUGOU,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DFOY,,,ARIBINDA,ARIBINDA,BURKINA FASO,BURKINA FASO,0.0,0.0,0,0.0
DGAA,ACC,KOTOKA INTERNATIONAL,ACCRA,ACCRA,GHANA,GHANA,0.168,5.603,205,62.48
DGAD,,,ADA,ADA,GHANA,GHANA,0.0,0.0,0,0.0
DGAH,,,HO,HO,GHANA,GHANA,0.0,0.0,0,0.0
DGAK,,,AKUSE,AKUSE,GHANA,GHANA,0.0,0.0,0,0.0
DGAL,,,KETE-KRACHI,KETE-KRACHI,GHANA,GHANA,0.0,0.0,0,0.0
DGAS,,,SALTPOND,Saltpond,GUYANA,GUYANA,0.0,0.0,0,0.0
DGAT,,,TEMA,TEMA,GHANA,GHANA,0.0,0.0,0,0.0
DGCY,CKY,,CONAKRY,CONAKRY,GHANA,GHANA,0.0,0.0,0,0.0
DGKA,,,AKIM ODA,AKIM AOD,GHANA,GHANA,0.0,0.0,0,0.0
DGKK,,,KOFORIDUA,Koforidua,GHANA,GHANA,0.0,0.0,0,0.0
DGLB,,,BOLE,BOLE,GHANA,GHANA,0.0,0.0,0,0.0
DGLE,TML,TAMALE,TAMALE,TAMALE,GHANA,GHANA,0.863,9.563,553,168.55
DGLN,,,NAVRONGO,Navrongo,GHANA,GHANA,0.0,0.0,0,0.0
DGLW,,WA,WA,Washington,GHANA,GHANA,2.508,10.082,1060,323.09
DGLY,,,YENDI,Yendi,GHANA,GHANA,0.0,0.0,0,0.0
DGSB,,,SEFWI-BEKWAI,Sefwi-Bekwai,GHANA,GHANA,0.0,0.0,0,0.0
DGSN,NYI,SUNYANI,SUNYANI,Sunyani,GHANA,GHANA,2.329,7.362,1014,309.07
DGSW,,,WENCHI,Wenchi,CHINA,CHINA,0.0,0.0,0,0.0
DGTK,TKD,TAKORADI,TAKORADI,Takoradi,GHANA,GHANA,1.775,4.893,21,6.4
DGTX,,,AXIM,AXIM,GHANA,GHANA,0.0,0.0,0,0.0
DIAD,,,ADIAKE,ADIAKE,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIAE,,,AGBOVILLE,Agboville,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIAO,,,ABOISSO,Aboisso,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIAP,ABJ,ABIDJAN FELIX HOUPHOUET BOIGNY INTERNATIONAL,ABIDJAN,ABIDJAN,IVORY COAST,COSTA DE MARFIL,3.926,5.26,20,6.1
DIAU,OGO,,ABENGOUROU,Abengourou,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIBC,,,BOCANDA,BOCANDA,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIBI,BXI,,BOUNDIALI,Boundiali,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIBK,BYK,BOUAKE,BOUAKE,BOUAKÉ,IVORY COAST,COSTA DE MARFIL,5.074,7.739,1230,374.9
DIBN,BQO,,BUONA,Buona,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIBU,BDK,,BONDOUKOU,Bondoukou,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIDB,,,DABOU,Dabou,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIDK,DIM,,DIMBOKRO,Dimbokro,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIDL,DJO,DALOA,DALOA,Daloa,IVORY COAST,COSTA DE MARFIL,6.473,6.792,823,250.85
DIDV,,,DIVO,DIVO,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIFK,,,FERKESSEDOUGOU,Ferkessédougou,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIGA,GGN,,GAGNOA,Gagnoa,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIGL,GGO,,GUIGLO,Guiglo,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIGN,BBV,,GRAND BEREBY,GRAND BEREBY,IVORY COAST,COSTA DE MARFIL,0.0,0.0,0,0.0
DIKO,HGO,KORHOGO,KORHOGO,Korhogo,IVORY COAST,COSTA DE MARFIL,5.556,9.387,1213,369.72
